../Dataset/dataset.csv,speed,angleToTrackAxis,trackEdgeSensor_0,trackEdgeSensor_1,trackEdgeSensor_2,trackEdgeSensor_3,trackEdgeSensor_4,trackEdgeSensor_5,trackEdgeSensor_6,trackEdgeSensor_7,trackEdgeSensor_8,trackEdgeSensor_9,trackEdgeSensor_10,trackEdgeSensor_11,trackEdgeSensor_12,trackEdgeSensor_13,trackEdgeSensor_14,trackEdgeSensor_15,trackEdgeSensor_16,trackEdgeSensor_17,trackEdgeSensor_18,focusSensor_0,focusSensor_1,focusSensor_2,focusSensor_3,focusSensor_4,gear,opponentSensor_0,opponentSensor_1,opponentSensor_2,opponentSensor_3,opponentSensor_4,opponentSensor_5,opponentSensor_6,opponentSensor_7,opponentSensor_8,opponentSensor_9,opponentSensor_10,opponentSensor_11,opponentSensor_12,opponentSensor_13,opponentSensor_14,opponentSensor_15,opponentSensor_16,opponentSensor_17,opponentSensor_18,opponentSensor_19,opponentSensor_20,opponentSensor_21,opponentSensor_22,opponentSensor_23,opponentSensor_24,opponentSensor_25,opponentSensor_26,opponentSensor_27,opponentSensor_28,opponentSensor_29,opponentSensor_30,opponentSensor_31,opponentSensor_32,opponentSensor_33,opponentSensor_34,opponentSensor_35,racePosition,lateralSpeed,currentLapTime,damage,distanceFromStartLine,distanceRaced,fuelLevel,lastLapTime,rpm,trackPosition,wheelSpinVelocity_0,wheelSpinVelocity_1,wheelSpinVelocity_2,wheelSpinVelocity_3,z,zSpeed,accel,brake,clutch,gear,steer,meta,focus
sample 156,-0.00969504,0.00298136,4.96778000,5.16226000,5.82553000,7.35582000,11.63660000,200.00000000,145.63400000,77.45670000,53.03320000,40.55440000,33.03300000,28.04510000,24.36980000,21.40840000,17.12280000,13.33840000,11.32800000,10.33120000,10.03230000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04690770,2.18200000,0.00000000,2032.56000000,-0.00256348,94.00000000,0.00000000,942.47800000,0.33763200,1.60048000,-1.50445000,1.82063000,-1.48263000,0.34501800,-0.00060548,0.0,0.0,0.0,1,0.0,0,360
sample 157,-0.00962898,0.00287360,4.96749000,5.16179000,5.82478000,7.35442000,11.63250000,200.00000000,145.79500000,77.50250000,53.05470000,40.56680000,33.04110000,28.05080000,24.37440000,21.41210000,17.12530000,13.33990000,11.32890000,10.33180000,10.03260000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04551110,2.20400000,0.00000000,2032.56000000,-0.00268555,94.00000000,0.00000000,942.47800000,0.33767200,0.68946800,-0.56433800,1.80474000,-1.49098000,0.34501200,-0.00061766,0.0,0.0,0.0,1,0.0,0,360
sample 158,-0.00942956,0.00276440,4.96718000,5.16131000,5.82402000,7.35300000,11.62820000,200.00000000,145.96000000,77.54910000,53.07640000,40.57930000,33.04920000,28.05650000,24.37900000,21.41590000,17.12790000,13.34140000,11.32980000,10.33240000,10.03290000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04667670,2.22600000,0.00000000,2032.56000000,-0.00268555,94.00000000,0.00000000,942.47800000,0.33771200,-2.03159000,2.26057000,-1.53788000,1.76264000,0.34500600,-0.00063539,0.0,0.0,0.0,1,0.0,0,360
sample 159,-0.00941840,0.00275772,4.96687000,5.16098000,5.82363000,7.35246000,11.62720000,200.00000000,145.97300000,77.55330000,53.07870000,40.58090000,33.05040000,28.05740000,24.37980000,21.41660000,17.12850000,13.34180000,11.33020000,10.33270000,10.03320000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04802490,2.24800000,0.00000000,2032.56000000,-0.00268555,94.00000000,0.00000000,942.47800000,0.33775200,-1.12192000,1.31640000,-1.51885000,1.77166000,0.34500000,-0.00064268,0.0,0.0,0.0,1,0.0,0,360
sample 160,-0.00948758,0.00275248,4.96657000,5.16066000,5.82325000,7.35195000,11.62620000,200.00000000,145.98300000,77.55710000,53.08070000,40.58220000,33.05140000,28.05820000,24.38060000,21.41730000,17.12910000,13.34230000,11.33060000,10.33300000,10.03350000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04685130,2.27000000,0.00000000,2032.56000000,-0.00268555,94.00000000,0.00000000,942.47800000,0.33779300,1.59676000,-1.50507000,1.81967000,-1.48349000,0.34499400,-0.00060745,0.0,0.0,0.0,1,0.0,0,360
sample 161,-0.00949382,0.00264471,4.96628000,5.16019000,5.82249000,7.35056000,11.62200000,200.00000000,146.14500000,77.60310000,53.10210000,40.59460000,33.05940000,28.06380000,24.38510000,21.42110000,17.13160000,13.34370000,11.33150000,10.33360000,10.03380000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04553010,2.29200000,0.00000000,2032.56000000,-0.00268555,94.00000000,0.00000000,942.47800000,0.33783200,0.68624800,-0.56475900,1.80326000,-1.49043000,0.34498900,-0.00060957,0.0,0.0,0.0,1,0.0,0,360
sample 162,-0.00939436,0.00253599,4.96598000,5.15971000,5.82172000,7.34915000,11.61780000,200.00000000,146.31000000,77.64940000,53.12380000,40.60710000,33.06760000,28.06960000,24.38980000,21.42490000,17.13420000,13.34530000,11.33240000,10.33410000,10.03410000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04671520,2.31400000,0.00000000,2032.56000000,-0.00268555,94.00000000,0.00000000,942.47800000,0.33787200,-2.03300000,2.25830000,-1.53531000,1.76420000,0.34498300,-0.00061497,0.0,0.0,0.0,1,0.0,0,360
sample 163,-0.00942339,0.00252932,4.96568000,5.15939000,5.82135000,7.34862000,11.61670000,200.00000000,146.32200000,77.65370000,53.12610000,40.60860000,33.06870000,28.07040000,24.39050000,21.42560000,17.13480000,13.34570000,11.33280000,10.33440000,10.03440000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04809050,2.33600000,0.00000000,2032.56000000,-0.00280762,94.00000000,0.00000000,942.47800000,0.33791200,-1.12442000,1.31615000,-1.51607000,1.77443000,0.34497700,-0.00060976,0.0,0.0,0.0,1,0.0,0,360
sample 164,-0.00942868,0.00252407,4.96537000,5.15907000,5.82096000,7.34811000,11.61570000,200.00000000,146.33200000,77.65720000,53.12820000,40.61000000,33.06970000,28.07120000,24.39130000,21.42630000,17.13530000,13.34610000,11.33310000,10.33480000,10.03470000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04693440,2.35800000,0.00000000,2032.56000000,-0.00280762,94.00000000,0.00000000,942.47800000,0.33795300,1.59415000,-1.50691000,1.82080000,-1.48097000,0.34497100,-0.00060742,0.0,0.0,0.0,1,0.0,0,360
sample 165,-0.00949825,0.00241726,4.96507000,5.15859000,5.82021000,7.34671000,11.61160000,200.00000000,146.49400000,77.70310000,53.14950000,40.62230000,33.07770000,28.07680000,24.39590000,21.43000000,17.13790000,13.34760000,11.33400000,10.33530000,10.03500000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04553420,2.38000000,0.00000000,2032.56000000,-0.00280762,94.00000000,0.00000000,942.47800000,0.33799200,0.68717700,-0.56405300,1.80527000,-1.48983000,0.34496500,-0.00062194,0.0,0.0,0.0,1,0.0,0,360
sample 166,-0.00938370,0.00230854,4.96477000,5.15812000,5.81945000,7.34530000,11.60740000,200.00000000,146.65900000,77.74970000,53.17120000,40.63480000,33.08580000,28.08250000,24.40050000,21.43380000,17.14040000,13.34910000,11.33500000,10.33590000,10.03530000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04668390,2.40200000,0.00000000,2032.56000000,-0.00280762,94.00000000,0.00000000,942.47800000,0.33803200,-2.03098000,2.25766000,-1.53396000,1.76447000,0.34495900,-0.00062847,0.0,0.0,0.0,1,0.0,0,360
sample 167,-0.00947953,0.00230187,4.96448000,5.15780000,5.81907000,7.34478000,11.60630000,200.00000000,146.67100000,77.75380000,53.17350000,40.63630000,33.08690000,28.08340000,24.40120000,21.43450000,17.14100000,13.34960000,11.33530000,10.33620000,10.03560000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04801520,2.42400000,0.00000000,2032.56000000,-0.00292969,94.00000000,0.00000000,942.47800000,0.33807200,-1.11942000,1.31621000,-1.51537000,1.77606000,0.34495300,-0.00063693,0.0,0.0,0.0,1,0.0,0,360
sample 168,-0.00958268,0.00229758,4.96418000,5.15748000,5.81870000,7.34428000,11.60540000,200.00000000,146.68100000,77.75720000,53.17530000,40.63760000,33.08790000,28.08420000,24.40190000,21.43510000,17.14150000,13.35000000,11.33570000,10.33650000,10.03590000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04683800,2.44600000,0.00000000,2032.56000000,-0.00292969,94.00000000,0.00000000,942.47800000,0.33811100,1.60300000,-1.50342000,1.82371000,-1.48148000,0.34494700,-0.00060459,0.0,0.0,0.0,1,0.0,0,360
sample 169,-0.00960260,0.00219029,4.96388000,5.15701000,5.81794000,7.34288000,11.60120000,200.00000000,146.84400000,77.80310000,53.19670000,40.65000000,33.09600000,28.08980000,24.40650000,21.43890000,17.14410000,13.35150000,11.33660000,10.33710000,10.03620000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04545800,2.46800000,0.00000000,2032.56000000,-0.00292969,94.00000000,0.00000000,942.47800000,0.33815100,0.69309800,-0.56253300,1.80635000,-1.48664000,0.34494200,-0.00062647,0.0,0.0,0.0,1,0.0,0,360
sample 170,-0.00940576,0.00208157,4.96357000,5.15653000,5.81717000,7.34146000,11.59700000,200.00000000,147.01000000,77.84980000,53.21850000,40.66250000,33.10410000,28.09550000,24.41120000,21.44270000,17.14670000,13.35300000,11.33750000,10.33770000,10.03650000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04663860,2.49000000,0.00000000,2032.56000000,-0.00292969,94.00000000,0.00000000,942.47800000,0.33819200,-2.03020000,2.26130000,-1.53438000,1.76766000,0.34493500,-0.00064542,0.0,0.0,0.0,1,0.0,0,360
sample 171,-0.00945826,0.00207442,4.96327000,5.15620000,5.81678000,7.34093000,11.59590000,200.00000000,147.02300000,77.85420000,53.22090000,40.66410000,33.10530000,28.09640000,24.41200000,21.44340000,17.14730000,13.35340000,11.33790000,10.33800000,10.03680000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04799870,2.51200000,0.00000000,2032.56000000,-0.00292969,94.00000000,0.00000000,942.47800000,0.33823200,-1.11866000,1.31716000,-1.51438000,1.77742000,0.34493000,-0.00060432,0.0,0.0,0.0,1,0.0,0,360
sample 172,-0.00945544,0.00206917,4.96298000,5.15589000,5.81642000,7.34043000,11.59500000,200.00000000,147.03400000,77.85790000,53.22290000,40.66540000,33.10630000,28.09720000,24.41270000,21.44410000,17.14780000,13.35390000,11.33830000,10.33830000,10.03710000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04682040,2.53400000,0.00000000,2032.56000000,-0.00292969,94.00000000,0.00000000,942.47800000,0.33827100,1.60145000,-1.50584000,1.82373000,-1.47916000,0.34492400,-0.00062317,0.0,0.0,0.0,1,0.0,0,360
sample 173,-0.00944171,0.00196236,4.96268000,5.15541000,5.81567000,7.33904000,11.59080000,200.00000000,147.19700000,77.90400000,53.24440000,40.67780000,33.11430000,28.10290000,24.41730000,21.44780000,17.15040000,13.35540000,11.33920000,10.33890000,10.03730000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04543240,2.55600000,0.00000000,2032.56000000,-0.00305176,94.00000000,0.00000000,942.47800000,0.33831100,0.69199600,-0.56362500,1.80650000,-1.48858000,0.34491800,-0.00062934,0.0,0.0,0.0,1,0.0,0,360
sample 174,-0.00937781,0.00185412,4.96238000,5.15493000,5.81490000,7.33763000,11.58660000,200.00000000,147.36300000,77.95040000,53.26600000,40.69030000,33.12250000,28.10850000,24.42190000,21.45160000,17.15290000,13.35690000,11.34010000,10.33940000,10.03770000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04653750,2.57800000,0.00000000,2032.56000000,-0.00305176,94.00000000,0.00000000,942.47800000,0.33835100,-2.02632000,2.25552000,-1.53069000,1.76818000,0.34491200,-0.00063347,0.0,0.0,0.0,1,0.0,0,360
sample 175,-0.00941522,0.00184887,4.96207000,5.15461000,5.81452000,7.33711000,11.58560000,200.00000000,147.37300000,77.95420000,53.26800000,40.69170000,33.12350000,28.10940000,24.42260000,21.45230000,17.15350000,13.35730000,11.34050000,10.33980000,10.03800000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04783880,2.60000000,0.00000000,2032.56000000,-0.00305176,94.00000000,0.00000000,942.47800000,0.33839200,-1.11521000,1.31274000,-1.51330000,1.77909000,0.34490600,-0.00059070,0.0,0.0,0.0,1,0.0,0,360
sample 176,-0.00944267,0.00184410,4.96177000,5.15429000,5.81414000,7.33661000,11.58470000,200.00000000,147.38300000,77.95750000,53.27000000,40.69300000,33.12450000,28.11010000,24.42330000,21.45300000,17.15400000,13.35770000,11.34080000,10.34010000,10.03830000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04666600,2.62200000,0.00000000,2032.56000000,-0.00305176,94.00000000,0.00000000,942.47800000,0.33843200,1.60285000,-1.50834000,1.82533000,-1.47741000,0.34490000,-0.00063374,0.0,0.0,0.0,1,0.0,0,360
sample 177,-0.00946746,0.00173729,4.96147000,5.15382000,5.81340000,7.33522000,11.58050000,200.00000000,147.54700000,78.00350000,53.29130000,40.70530000,33.13240000,28.11580000,24.42790000,21.45670000,17.15660000,13.35920000,11.34170000,10.34060000,10.03850000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04531010,2.64400000,0.00000000,2032.56000000,-0.00305176,94.00000000,0.00000000,942.47800000,0.33847100,0.69413800,-0.56639300,1.80893000,-1.48603000,0.34489500,-0.00061385,0.0,0.0,0.0,1,0.0,0,360
sample 178,-0.00939577,0.00162953,4.96117000,5.15335000,5.81263000,7.33383000,11.57640000,200.00000000,147.71300000,78.05020000,53.31310000,40.71780000,33.14060000,28.12150000,24.43250000,21.46050000,17.15910000,13.36070000,11.34260000,10.34120000,10.03880000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04650020,2.66600000,0.00000000,2032.56000000,-0.00305176,94.00000000,0.00000000,942.47800000,0.33851100,-2.02700000,2.25780000,-1.52908000,1.76956000,0.34488800,-0.00063435,0.0,0.0,0.0,1,0.0,0,360
sample 179,-0.00937242,0.00162428,4.96087000,5.15303000,5.81226000,7.33332000,11.57540000,200.00000000,147.72400000,78.05380000,53.31500000,40.71920000,33.14160000,28.12220000,24.43320000,21.46120000,17.15970000,13.36110000,11.34300000,10.34150000,10.03910000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04784640,2.68800000,0.00000000,2032.56000000,-0.00317383,94.00000000,0.00000000,942.47800000,0.33855100,-1.11968000,1.31271000,-1.51052000,1.78090000,0.34488300,-0.00061547,0.0,0.0,0.0,1,0.0,0,360
sample 180,-0.00939161,0.00161999,4.96058000,5.15271000,5.81189000,7.33284000,11.57450000,200.00000000,147.73200000,78.05710000,53.31680000,40.72040000,33.14250000,28.12300000,24.43390000,21.46180000,17.16020000,13.36150000,11.34340000,10.34180000,10.03940000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,-1.00000000,1.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,200.00000000,1.00000000,0.04665550,2.71000000,0.00000000,2032.56000000,-0.00317383,94.00000000,0.00000000,942.47800000,0.33859100,1.60577000,-1.51212000,1.82654000,-1.47772000,0.34487700,-0.00059722,0.0,0.0,0.0,1,0.0,0,360
